gene_id	gene_name	sampleGSM461176	sampleGSM461177	sampleGSM461178	sampleGSM461179	sampleGSM461180	sampleGSM461181	sampleGSM461182
FBgn0286778	CG46385	9814	12290	8643	7989	9282	12030	6863
FBgn0000337	cn	19	39	35	31	29	33	24
FBgn0266577	asRNA:CR45108	16	30	27	22	23	27	16
FBgn0015614	CanB2	1354	1273	1251	1297	1284	1575	1630
FBgn0263558	mir-4980	0	0	0	1	0	0	0
FBgn0033221	CG12825	7	25	16	16	21	24	15
FBgn0033222	CG12824	2	2	6	2	6	3	1
FBgn0001091	Gapdh1	2706	4688	4269	4085	7563	10200	3899
FBgn0002891	PolZ1	1077	1308	1108	1277	1537	1914	1074
FBgn0033224	Nop17l	1743	2403	2033	1325	1754	2195	1708
FBgn0003317	sax	1093	1345	1406	1664	2012	2533	1436
FBgn0033225	TTLL12	672	918	887	644	1060	1292	765
FBgn0033226	puml	1224	1600	1565	1175	1676	2321	1206
FBgn0029093	cathD	11964	17352	19584	10625	16871	22616	15031
FBgn0050383	CG30383	54	67	81	108	88	113	101
FBgn0003082	phr	892	1517	1476	1009	1619	2129	1396
FBgn0263121	Prosalpha1	1472	2203	2294	1916	2508	3407	2663
FBgn0042173	CG18853	1006	1038	1188	943	1309	1660	1179
FBgn0050382	Prosalpha1R	1481	2111	2487	1932	2604	3561	2672
FBgn0040780	Atg10	1042	1245	1339	909	1357	1861	1166
FBgn0033229	CG12822	1002	1208	1286	862	1335	1823	1126
FBgn0085390	Dgk	318	308	260	322	175	321	277
FBgn0050377	CG30377	13	33	35	32	37	28	12
FBgn0033232	CG12159	460	563	471	495	557	806	553
FBgn0015509	Cul1	3418	3444	3410	3195	4211	5322	3038
FBgn0026393	Or43b	161	190	188	171	255	272	210
FBgn0033233	Kdm4A	200	178	173	187	208	217	186
FBgn0033234	MFS12	49	66	49	46	25	59	55
FBgn0050381	PIG-X	157	154	187	118	207	299	220
FBgn0023171	rnh1	391	486	505	420	567	715	508
FBgn0026722	drosha	546	730	698	608	789	932	649
FBgn0033235	Mppa	1270	1849	1950	1095	2007	2655	1681
FBgn0050380	CG30380	0	0	0	0	0	0	1
FBgn0050379	CG30379	0	0	0	0	2	0	0
FBgn0033236	CG14764	1238	1390	1272	1418	1413	1582	1631
FBgn0085459	CG34430	188	183	177	276	270	312	260
FBgn0085460	CG34431	135	127	94	278	170	171	230
FBgn0033238	azot	1	3	0	0	0	6	3
FBgn0050378	CG30378	2	5	0	0	0	2	2
FBgn0033240	CG2906	136	139	181	169	208	239	209
FBgn0033241	CG2915	2233	2742	2794	2076	2920	3669	2681
FBgn0026361	Septin5	267	369	341	301	389	569	317
FBgn0027548	nito	1831	2281	2101	1569	2157	2719	2261
FBgn0033243	CG14763	164	133	134	169	106	128	211
FBgn0033244	CG8726	988	1178	1063	877	1134	1302	1139
FBgn0027054	CSN4	551	751	735	492	846	982	625
FBgn0033246	Acc	7666	11521	10073	6260	10293	12041	10739
FBgn0033247	Nup44A	673	770	919	560	732	961	798
FBgn0265299	lncRNA:CR44272	0	0	0	0	0	0	0
FBgn0033248	Dic3	1	0	0	0	0	0	0
FBgn0027788	Hey	4	3	0	1	3	6	1
FBgn0033249	CG11191	0	0	0	0	0	0	0
FBgn0013307	Odc1	0	0	0	0	0	0	0
FBgn0013308	Odc2	1	0	0	0	0	0	0
FBgn0033250	CG14762	0	0	0	0	0	0	0
FBgn0263572	mir-4981	0	0	0	0	0	0	0
FBgn0266805	lncRNA:CR45267	0	0	0	0	0	0	0
FBgn0263970	lncRNA:CR43724	0	0	0	0	0	0	0
FBgn0025360	Optix	0	0	0	0	0	0	0
FBgn0033252	CG12769	10	22	11	11	10	15	14
FBgn0040778	CG17977	38	14	32	58	20	54	61
FBgn0020279	lig	8799	18229	12758	7064	14620	18022	12747
FBgn0021814	Vps28	725	821	1004	568	910	1093	770
FBgn0025469	slv	498	561	595	360	589	688	698
FBgn0028563	sut1	1033	1554	1487	708	1010	1277	1668
FBgn0028562	sut2	6	10	10	11	4	11	11
FBgn0028561	sut3	7	7	6	3	0	13	5
FBgn0033257	sand	18	22	24	11	20	14	25
FBgn0033258	uno	69	72	73	52	71	85	53
FBgn0033259	Tmem63	1036	1301	1260	902	1137	1409	1395
FBgn0033260	Cul4	1477	1605	1418	1398	1591	1893	1775
FBgn0033261	udd	448	316	390	365	294	354	395
FBgn0050372	Asap	1564	2106	1916	1480	2085	2583	1812
FBgn0033264	Nup50	979	1146	1134	862	1221	1416	1138
FBgn0033265	coil	404	311	283	405	298	375	418
FBgn0033266	Socs44A	676	851	809	563	701	891	769
FBgn0260390	CG42516	418	526	498	486	649	801	573
FBgn0260398	Pbp49	418	526	498	486	649	801	573
FBgn0005648	Pabp2	1746	1550	1450	1504	1519	1960	1350
FBgn0033268	Obp44a	145	100	122	181	174	251	73
FBgn0263593	Lpin	3258	4244	3739	2517	3672	4405	4000
FBgn0010504	kermit	1041	1150	978	934	1119	1303	1009
FBgn0264877	lncRNA:CR44068	5	0	4	3	0	10	3
FBgn0050374	CR30374	4	0	2	2	0	10	2
FBgn0050297	tRNA:Ile-AAT-1-2	1	0	0	0	1	0	0
FBgn0033271	CG8708	7	10	7	4	13	9	5
FBgn0033272	RagC-D	782	862	1007	679	940	1122	844
FBgn0021995	Rs1	1518	1726	1845	1254	1738	2242	1728
FBgn0050373	CG30373	191	235	330	174	293	387	289
FBgn0086021	snoRNA:CD59	0	2	0	0	0	0	1
FBgn0033273	Gasz	95	110	138	114	123	160	130
FBgn0011659	Mlh1	638	851	797	468	725	812	737
FBgn0033274	CG14757	56	56	70	54	88	114	84
FBgn0053087	LRP1	5625	8177	6550	5300	7759	8178	5876
FBgn0033275	CG14756	0	2	0	1	0	0	0
FBgn0085246	CG34217	0	0	0	0	0	0	0
FBgn0010109	dpn	2	0	9	2	1	4	1
FBgn0265302	asRNA:CR44275	2	0	8	2	1	4	0
FBgn0285969	sisRNA:4	0	0	0	0	0	0	0
FBgn0286038	sisRNA:CR46360	0	0	0	0	0	0	0
FBgn0013726	pnut	2196	3214	2691	2072	3098	3865	2534
FBgn0265303	lncRNA:CR44276	12	5	6	2	0	5	8
FBgn0265638	lncRNA:CR44445	9	4	14	8	11	4	10
FBgn0265639	lncRNA:CR44446	7	17	12	2	5	6	7
FBgn0265632	CG44439	8	10	2	4	4	2	3
FBgn0033277	CG14760	16	42	15	8	21	10	11
FBgn0050369	CG30369	0	0	0	0	0	0	0
FBgn0033278	CG14759	1	0	0	1	0	0	1
FBgn0033279	CG2291	0	0	0	0	0	0	1
FBgn0033280	CG12126	0	0	0	0	0	0	0
FBgn0050376	CG30376	0	0	0	0	0	0	0
FBgn0050375	CG30375	0	0	0	0	0	0	0
FBgn0050371	CG30371	0	0	0	0	0	0	0
FBgn0265307	lncRNA:CR44280	0	0	0	0	0	0	0
FBgn0262440	mir-280	0	0	0	0	0	0	0
FBgn0265640	lncRNA:CR44447	0	0	0	0	0	0	0
FBgn0265641	lncRNA:CR44448	0	0	0	0	0	0	0
FBgn0265642	lncRNA:TS18	0	0	0	0	0	0	2
FBgn0265643	lncRNA:CR44450	0	0	0	0	0	0	0
FBgn0261588	pdm3	61	70	70	105	101	137	39
FBgn0033283	CG11635	1	2	4	4	0	5	2
FBgn0050364	hubl	6	5	4	4	6	10	6
FBgn0050365	spaw	6	5	4	4	6	10	6
FBgn0250827	whip	0	2	0	4	8	4	1
FBgn0050363	cola	1	2	2	3	16	8	1
FBgn0050366	swif	1	2	2	3	16	8	1
FBgn0050362	boly	1	0	3	6	2	4	1
FBgn0033285	CG18449	2	0	2	1	1	2	0
FBgn0033286	CG2127	7	18	14	17	5	6	6
FBgn0033287	CG8701	4	4	4	7	4	5	1
FBgn0033289	CG2121	93	66	49	81	52	54	47
FBgn0262988	CG43296	0	0	0	0	0	0	0
FBgn0028836	CSN7	482	596	596	478	555	828	561
FBgn0002531	Lcp1	5	22	10	7	6	6	5
FBgn0011812	Lcp1Psi	0	0	0	0	2	0	0
FBgn0002533	Lcp2	1	0	0	1	0	2	3
FBgn0002534	Lcp3	1	2	0	0	0	5	1
FBgn0002535	Lcp4	3	0	0	0	2	0	1
FBgn0033292	Cyp4ad1	91	129	129	63	81	57	148
FBgn0014469	Cyp4e2	952	1234	1164	713	975	1131	1189
FBgn0262316	mir-986	3	5	6	1	7	2	1
FBgn0015034	Cyp4e1	15	20	18	15	21	20	17
FBgn0002570	Mal-A1	9	10	6	7	10	10	9
FBgn0002569	Mal-A2	5	8	8	5	4	10	9
FBgn0002571	Mal-A3	0	4	6	0	3	2	1
FBgn0033294	Mal-A4	3	2	1	0	1	0	2
FBgn0050359	Mal-A5	24	41	51	52	97	127	18
FBgn0050360	Mal-A6	7	4	3	4	2	8	5
FBgn0033296	Mal-A7	6	6	10	5	3	11	1
FBgn0033297	Mal-A8	1	0	0	0	0	0	1
FBgn0050361	mtt	8	14	10	5	8	12	8
FBgn0265306	lncRNA:CR44279	1	0	0	0	0	0	0
FBgn0033301	CG12780	0	2	0	1	0	2	2
FBgn0266846	lncRNA:CR45308	0	0	0	0	0	0	0
FBgn0033302	Cyp6a14	1027	1174	1177	805	947	1151	1247
FBgn0033303	Cyp6a15Psi	2	4	4	3	3	4	4
FBgn0033304	Cyp6a13	644	785	730	730	744	945	514
FBgn0259226	CG42326	24	38	50	16	19	45	37
FBgn0033307	CG14752	4	0	2	0	1	6	2
FBgn0262812	CG43183	0	0	2	0	0	0	0
FBgn0033308	CG8736	44	57	45	38	52	103	43
FBgn0033309	Lnpk	640	814	747	540	790	1162	807
FBgn0267792	rgr	1481	2258	1759	1533	2091	2603	1466
FBgn0033312	CG8642	68	70	80	77	84	82	57
FBgn0033313	Cirl	2857	4452	3636	2996	4892	6010	3334
FBgn0022027	Vps25	378	428	444	308	425	581	365
FBgn0033315	beta3GalTII	156	224	232	142	182	309	236
FBgn0033316	Gle1	478	596	564	450	563	694	525
FBgn0033317	CG8635	1084	1226	1262	938	1309	1854	1173
FBgn0003892	ptc	965	1311	995	724	1004	1190	971
FBgn0265308	lncRNA:CR44281	9	4	6	7	0	0	1
FBgn0263120	Acsl	4721	5561	5130	4795	5307	6295	6723
FBgn0050354	UQCR-11L	1	0	3	1	1	0	1
FBgn0050355	CG30355	6	9	8	6	8	1	10
FBgn0011906	tRNA:Leu-CAG-1-1	0	0	0	0	0	0	0
FBgn0001285	Jon44E	0	0	0	0	1	0	0
FBgn0033320	CG8586	10	10	11	12	21	28	10
FBgn0033321	CG8738	11	22	13	12	11	19	6
FBgn0033322	CG8584	0	0	2	0	0	2	0
FBgn0033323	CG12376	0	2	0	1	2	0	0
FBgn0033324	CG14744	0	0	0	0	0	0	1
FBgn0043576	PGRP-SC1a	0	0	0	1	0	0	0
FBgn0033326	CG14743	1	4	2	2	2	0	2
FBgn0033327	PGRP-SC1b	0	2	0	0	0	0	0
FBgn0043575	PGRP-SC2	3	20	18	22	32	63	36
FBgn0040777	CG14767	5020	6960	7077	4662	6793	9014	6889
FBgn0050357	CG30357	56	46	44	56	47	65	56
FBgn0005695	gcl	247	314	286	256	326	425	311
FBgn0263463	snoRNA:gcl-a	0	0	1	0	0	1	1
FBgn0050356	CG30356	6	18	6	16	7	16	12
FBgn0086784	stmA	875	1222	1265	780	1197	1503	1113
FBgn0289556	blo	67	112	83	28	50	54	38
FBgn0261267	CG42615	0	0	0	0	0	0	1
FBgn0265304	lncRNA:CR44277	0	0	0	0	0	2	0
FBgn0265305	lncRNA:CR44278	0	0	0	0	0	0	0
FBgn0033330	CG8746	0	0	0	0	2	0	0
FBgn0024189	sns	8	2	2	1	3	3	3
FBgn0050350	CG30350	0	0	0	0	0	0	0
FBgn0011286	RyR	15	23	25	24	37	24	24
FBgn0033337	CG8272	168	203	199	157	230	254	215
FBgn0021825	DCTN2-p50	1500	2049	2020	1382	2270	2867	1812
FBgn0033339	Sec31	4164	5822	5471	3919	6314	7991	5732
FBgn0266729	asRNA:CR45202	452	598	632	324	713	907	547
FBgn0027513	ana2	306	356	374	314	361	426	406
FBgn0033340	CG13751	865	556	707	765	768	958	656
FBgn0033341	MrgBP	359	592	550	408	523	740	509
FBgn0004921	Ggamma1	2778	2406	2385	2320	2346	2651	2987
FBgn0284436	CCT8	5297	7259	7494	5724	9879	12829	7199
FBgn0050349	CG30349	1415	1737	1802	993	1519	2014	1846
FBgn0033344	CG8252	11	9	18	8	5	9	15
FBgn0003074	Pgi	1628	2254	2116	2246	3810	4515	2114
FBgn0002552	lin	1032	1640	1544	910	1608	2144	1424
FBgn0085248	CG34219	160	84	109	137	95	118	141
FBgn0033347	CG8248	20	25	14	23	21	27	28
FBgn0033348	Spt	195	222	234	211	268	279	239
FBgn0033349	CG8243	1126	1773	1531	1067	1580	2027	1394
FBgn0033350	CG8237	565	507	604	515	693	796	506
FBgn0033351	AIMP1	479	672	708	523	715	922	568
FBgn0033352	PAN2	2112	2703	2561	1867	2643	3007	2571
FBgn0033353	BaraB	34	48	59	31	26	35	41
FBgn0033354	FANCI	782	833	719	720	766	898	898
FBgn0033355	CG13748	0	0	0	0	2	4	2
FBgn0265300	lncRNA:CR44273	0	2	0	4	0	0	2
FBgn0265301	lncRNA:CR44274	7	0	2	6	5	0	5
FBgn0027607	CG8230	2150	2830	2765	1703	2501	3295	3006
FBgn0053199	CG33199	1852	1785	2098	1448	1660	2201	1980
FBgn0033356	CG8229	1850	1785	2098	1448	1660	2200	1980
FBgn0033357	Tom7	399	470	583	579	632	814	587
FBgn0011300	babo	1802	1785	1693	1473	1373	1696	1631
FBgn0033358	spab	2	4	6	6	7	4	4
FBgn0286782	flz	553	703	536	220	360	506	457
FBgn0265011	Np	279	426	302	179	187	217	380
FBgn0033362	CG8172	196	328	281	116	161	152	304
FBgn0033363	CG13744	125	203	173	82	90	108	197
FBgn0033364	CG13747	119	116	101	66	71	107	154
FBgn0033365	CG8170	1	6	0	2	2	0	1
FBgn0033366	Ance-4	39	85	53	44	79	83	40
FBgn0033367	PPO2	10114	12558	11678	17976	37414	39401	6347
FBgn0033368	CG13743	180	164	146	937	492	517	193
FBgn0033369	CG8197	0	0	0	0	0	0	0
FBgn0011746	ana	18	17	16	19	7	24	13
FBgn0267586	asRNA:CR45924	1	3	4	0	2	3	1
FBgn0025709	CNT2	3	4	4	3	9	6	1
FBgn0033371	CNT1	37	50	38	46	60	67	48
FBgn0033372	CG13742	61	83	70	76	94	103	109
FBgn0010220	Dbp45A	672	871	792	553	700	929	740
FBgn0033373	Nadk2	537	725	734	429	578	847	758
FBgn0033374	Boot	71	103	80	105	82	85	131
FBgn0083124	Uhg4	47	73	54	137	80	48	227
FBgn0082981	snoRNA:Psi28S-2949	0	0	0	0	1	1	1
FBgn0086672	snoRNA:Or-aca5	1	1	0	8	1	0	1
FBgn0082928	snoRNA:CD33a	0	0	0	0	1	0	1
FBgn0082943	snoRNA:CD27a	0	0	0	0	0	0	1
FBgn0082942	snoRNA:CD27b	0	1	0	0	0	1	1
FBgn0082927	snoRNA:CD33b	0	0	0	1	0	0	3
FBgn0033375	Ctu1	189	166	211	179	217	314	227
FBgn0086603	snoRNA:CD20	6	3	10	17	3	2	8
FBgn0033376	CG8777	381	555	465	378	534	552	554
FBgn0015838	Vang	1903	2083	1863	1699	1940	2405	1815
FBgn0033377	Pgm2a	1875	2228	2167	1884	2768	3547	2034
FBgn0033378	tsu	786	1003	1083	834	1124	1504	1048
FBgn0033379	Mys45A	1037	1154	1233	864	1100	1431	1210
FBgn0033380	Phax	427	484	524	355	539	676	444
FBgn0003612	Su(var)2-10	1911	2354	2201	1642	2224	2834	2378
FBgn0033381	GstE13	174	177	231	200	322	365	265
FBgn0027561	CG18659	2112	3584	2955	1510	2391	3106	2858
FBgn0033382	Hydr1	313	534	528	391	583	719	684
FBgn0260972	alc	732	1155	1033	592	1022	1320	1051
FBgn0028955	CG8788	79	69	76	33	44	51	87
FBgn0265313	CG44286	79	69	76	33	44	51	87
FBgn0086656	shrb	2377	2169	2405	1910	1716	2597	2256
FBgn0050342	Prp38	512	621	593	438	622	805	516
FBgn0050344	CG30344	666	885	889	541	640	876	996
FBgn0050345	CG30345	76	123	106	59	62	117	131
FBgn0033387	CG8008	113	142	147	90	128	164	159
FBgn0265310	lncRNA:CR44283	17	22	11	18	28	15	23
FBgn0033388	CG8046	145	246	181	127	185	210	221
FBgn0033389	Rad51D	114	126	100	137	131	223	129
FBgn0259728	CG42382	91	109	80	110	109	190	109
FBgn0015477	Rme-8	4206	5267	4391	3381	4461	4943	4987
FBgn0002567	Rab32	36	45	57	68	103	129	46
FBgn0265311	lncRNA:CR44284	3	2	8	5	0	4	1
FBgn0033391	CG8026	1531	1806	1555	1441	1660	2172	1698
FBgn0266486	CG45085	1531	1806	1555	1441	1660	2172	1698
FBgn0015561	unpg	0	4	2	1	4	2	0
FBgn0033392	Gnptab	161	200	186	140	176	267	186
FBgn0262515	VhaAC45	2658	4488	4089	2409	4057	5445	4179
FBgn0266847	lncRNA:CR45309	0	0	0	0	0	0	1
FBgn0265644	lncRNA:CR44451	2	2	0	3	2	0	1
FBgn0010114	hig	250	255	281	239	250	308	338
FBgn0033395	Cyp4p2	1	0	2	2	0	3	2
FBgn0015037	Cyp4p1	162	170	188	150	189	225	196
FBgn0033397	Cyp4p3	66	58	70	73	52	50	117
FBgn0050343	Tsen15	73	30	13	121	22	42	106
FBgn0020621	Pkn	2014	2780	2438	2172	2545	3155	2412
FBgn0083977	CG34141	260	346	242	244	294	358	225
FBgn0266625	asRNA:CR45132	75	72	78	65	71	116	104
FBgn0033400	CG2063	530	526	582	494	552	781	457
FBgn0033401	Cog6	385	552	491	458	530	876	548
FBgn0026326	Mad1	578	688	639	555	727	874	696
FBgn0028408	Drep2	77	89	73	62	59	45	67
FBgn0033402	Myd88	1330	1588	1493	885	1152	1672	1550
FBgn0033405	CG13954	125	132	69	122	88	69	71
FBgn0033403	CG13739	33	55	22	27	21	24	33
FBgn0267578	lncRNA:CR45918	6	13	1	5	0	6	7
FBgn0262220	mir-987	0	2	0	0	0	0	0
FBgn0033404	Or45a	1	0	0	4	2	0	0
FBgn0040775	CG12158	0	0	0	1	0	0	0
FBgn0010549	l(2)03659	421	598	591	290	421	539	669
FBgn0033408	ODA-Dnal1	2	8	0	1	0	4	1
FBgn0028473	Non1	23141	34344	37445	13379	24318	32513	26430
FBgn0016970	l(2)k10201	95	197	261	191	258	270	321
FBgn0053774	Ost4	117	212	220	229	201	238	476
FBgn0016078	wun	365	480	521	433	453	641	605
FBgn0041087	wun2	796	1033	1063	1591	2361	3089	2390
FBgn0033412	CG13955	2	2	4	1	1	10	4
FBgn0033413	prel	968	904	1024	860	954	1202	949
FBgn0017558	Pdk	925	827	701	723	821	1007	689
FBgn0029092	ced-6	9667	11800	11865	6547	8039	10566	9046
FBgn0266860	lncRNA:CR45321	0	1	0	0	0	0	0
FBgn0287478	Camta	890	1149	890	840	1037	1254	1096
FBgn0053758	CG33758	1	4	5	11	6	4	5
FBgn0053757	CG33757	11	22	6	19	0	11	14
FBgn0004360	Wnt2	29	40	43	28	26	44	9
FBgn0259246	brp	326	605	427	560	843	928	282
FBgn0033421	CG1888	519	604	781	658	863	1073	729
FBgn0263660	lncRNA:CR43651	8	9	10	8	12	8	4
FBgn0262447	mir-14	0	0	1	1	2	1	1
FBgn0266819	asRNA:CR45281	104	143	99	70	77	93	82
FBgn0033422	Or45b	39	61	42	28	39	41	36
FBgn0033423	Alp6	37	48	34	18	26	33	32
FBgn0085436	Not1	19962	23660	19376	15501	20217	23638	18833
FBgn0033426	Nt5c	1473	1354	1192	912	812	990	1279
FBgn0267990	lncRNA:CR46257	80	15	16	56	19	10	51
FBgn0033427	Smyd4-1	176	192	242	244	259	312	251
FBgn0033428	Urod	729	1122	1101	856	1330	1696	1107
FBgn0033429	CG12929	62	74	120	110	90	181	100
FBgn0285949	RpL31	16793	25834	34404	16448	28875	35513	29396
FBgn0261016	clos	1497	2310	2427	1755	2706	3122	3033
FBgn0033431	CG1827	281	504	495	274	475	630	291
FBgn0010342	Map60	950	1163	1014	786	1200	1522	1076
FBgn0033434	CG1902	1997	2156	2270	2004	2302	2653	2485
FBgn0050338	CG30338	161	111	95	116	104	137	142
FBgn0050340	CG30340	168	165	189	182	131	200	194
FBgn0050339	CG30339	430	467	518	435	562	660	543
FBgn0265312	lncRNA:CR44285	14	10	12	14	20	9	22
FBgn0050000	GstT1	572	709	786	709	870	1074	840
FBgn0050005	GstT2	295	352	325	250	312	443	394
FBgn0033437	CG12926	145	122	103	118	110	148	144
FBgn0264878	asRNA:CR44069	780	1098	898	1054	1327	1856	1682
FBgn0033438	Mmp2	1275	1673	1299	1637	1918	2640	2529
FBgn0262172	mir-307b	0	0	0	0	0	0	0
FBgn0262385	mir-307a	0	0	0	0	0	0	0
FBgn0264879	lncRNA:CR44070	0	0	0	0	0	3	0
FBgn0011921	tRNA:iMet-CAT-2-1	0	0	0	0	0	0	0
FBgn0023143	Uba1	9155	11443	10668	8500	11970	14165	10871
FBgn0260474	CG30002	0	0	2	3	6	0	0
FBgn0033439	CG1773	0	2	0	0	0	0	0
FBgn0033440	CG10459	0	0	0	0	0	2	0
FBgn0265338	lncRNA:CR44292	1	2	0	0	4	0	2
FBgn0010316	dap	696	701	529	407	373	457	738
FBgn0259678	sqa	2981	1800	1348	2613	1257	1474	1937
FBgn0262594	CheA46a	0	2	0	2	0	2	0
FBgn0005614	trpl	83	125	78	75	82	100	38
FBgn0033442	lut	4	2	2	5	2	2	1
FBgn0265103	asRNA:CR44205	0	0	0	0	0	0	1
FBgn0027589	CG1688	1	2	0	1	2	4	2
FBgn0265105	asRNA:CR44207	0	0	0	0	0	0	0
FBgn0265106	lncRNA:CR44208	0	0	0	0	0	0	0
FBgn0033443	CG1698	0	2	0	1	0	2	1
FBgn0033446	CG1648	114	152	107	49	57	82	146
FBgn0040092	lectin-46Cb	3	4	2	2	4	2	2
FBgn0040093	lectin-46Ca	1	0	1	0	0	0	0
FBgn0054033	CG34033	0	3	7	3	1	8	5
FBgn0050001	CG30001	72	96	119	106	111	141	128
FBgn0033447	dila	1	14	10	2	6	14	7
FBgn0033448	hebe	798	1244	1137	558	845	1169	1402
FBgn0033449	CG1663	131	120	104	105	101	149	141
FBgn0033450	Lsm11	70	45	74	70	58	60	52
FBgn0033451	Marc	273	412	511	448	592	718	561
FBgn0266186	Vamp7	776	960	1039	946	1117	1588	1161
FBgn0033453	Sting	743	902	1043	848	1037	1334	913
FBgn0023180	Orc6	227	229	298	178	209	250	277
FBgn0023175	Prosalpha7	1119	1421	1562	1239	1705	2295	1507
FBgn0033454	CG1671	619	1094	1063	621	1227	1446	1093
FBgn0027580	Pcb	1276	2372	1983	681	1184	1623	2022
FBgn0265339	asRNA:CR44293	0	0	0	0	0	0	0
FBgn0050010	CG30010	26	44	33	33	28	39	34
FBgn0288856	peo	376	390	505	517	531	669	495
FBgn0033457	Ntmt	208	244	321	282	301	382	305
FBgn0266631	lncRNA:CR45138	0	0	0	1	0	0	0
FBgn0033458	Lime	35	25	37	61	73	93	24
FBgn0033459	CG12744	96	70	79	119	113	133	87
FBgn0033460	Sec24AB	2700	3428	2982	2211	3116	3932	3156
FBgn0267023	asRNA:CR45467	118	63	71	89	59	64	94
FBgn0033463	CG1513	1947	2321	2219	1664	2063	2739	2080
FBgn0033461	CG12923	141	272	258	126	242	317	215
FBgn0050008	CG30008	14	16	13	6	16	14	13
FBgn0285892	tea	812	819	706	759	676	677	866
FBgn0033464	CG1441	2	0	7	0	2	2	1
FBgn0000715	FMRFa	0	0	0	2	0	0	0
FBgn0286783	Etf-QO	560	764	760	447	723	900	709
FBgn0011656	Mef2	1024	1172	1062	897	1031	1179	1229
FBgn0033467	Pdrg1	44	31	34	57	33	30	48
FBgn0283510	Pal1	867	1151	1103	589	1029	1347	1135
FBgn0033468	CG1418	586	664	666	532	669	865	694
FBgn0033469	CG12133	127	115	155	110	165	191	374
FBgn0027619	eIF3j	2611	1900	2073	2137	1895	2762	2352
FBgn0033471	CG12134	403	486	572	359	524	753	570
FBgn0287464	asRNA:CR46453	380	469	562	342	516	739	552
FBgn0287466	lncRNA:CR46455	2	2	0	0	2	0	0
FBgn0264599	asRNA:CR43948	1	1	0	0	0	2	0
FBgn0000606	eve	1	2	0	0	4	0	1
FBgn0266863	lncRNA:CR45324	285	188	196	344	228	298	285
FBgn0286784	TER94	6484	10822	10002	7399	12935	15671	10734
FBgn0022382	Pka-R2	1069	1088	942	760	765	858	1425
FBgn0263557	mir-4967	0	0	0	0	0	0	0
FBgn0265340	lncRNA:CR44294	4	2	6	10	7	8	9
FBgn0033473	ptch	935	1126	1240	1010	1295	1618	1297
FBgn0033474	CG1407	1504	1969	1968	1605	2106	2715	2444
FBgn0033475	CG12129	278	256	341	323	323	478	351
FBgn0033476	oys	5188	5980	5304	4984	5856	7452	6174
FBgn0085249	CG34220	204	424	312	116	271	428	287
FBgn0265341	lncRNA:CR44295	27	34	27	12	13	24	34
FBgn0040773	COX7C	1470	1091	1440	1623	1588	1925	1537
FBgn0265342	COX7CL	8	15	18	20	20	23	10
FBgn0263260	sel	1419	1112	1395	1349	1265	1720	1497
FBgn0262169	magu	59	91	69	88	85	140	71
FBgn0265343	asRNA:CR44297	0	0	2	0	0	3	3
FBgn0265344	lncRNA:CR44298	1	0	0	0	0	5	0
FBgn0010385	Def	1	2	2	3	3	2	0
FBgn0033479	PIG-N	238	348	312	335	378	429	397
FBgn0033480	mRpL42	260	179	240	217	286	354	242
FBgn0013435	Cdc2rk	99	136	129	111	154	164	148
FBgn0033481	CG12920	15	23	18	30	30	31	56
FBgn0033482	CG1371	2725	3496	3287	2423	3435	4281	4017
FBgn0033483	egr	5230	6399	6346	3944	5286	7029	6654
FBgn0286727	snoRNA:Or-ACA7	0	0	0	0	0	0	0
FBgn0263201	scaRNA:MeU1b-A234	0	0	0	1	0	0	0
FBgn0286726	snoRNA:Or-ACA6	2	1	0	0	2	0	0
FBgn0286728	snoRNA:CD69	0	0	0	0	0	0	1
FBgn0033484	CG2269	11	14	12	11	11	4	13
FBgn0028560	sut4	3	0	4	1	6	2	2
FBgn0001291	Jra	1407	1604	1568	1128	1468	2054	1377
FBgn0033485	RpLP0-like	724	764	1006	634	733	981	986
FBgn0004907	14-3-3zeta	9837	8366	8987	9561	7902	10116	12095
FBgn0003071	Pfk	1237	2140	1848	1122	1781	2600	1443
FBgn0033486	dmpd	905	1277	1035	664	974	1373	856
FBgn0010531	Ccs	183	165	220	167	268	350	203
FBgn0050011	gem	5869	6327	5171	4094	4800	5675	6156
FBgn0284235	CG46319	5869	6327	5171	4094	4800	5675	6156
FBgn0033490	CG12917	1	4	0	2	0	0	0
FBgn0263444	asRNA:CR43467	0	4	3	2	0	4	5
FBgn0026388	Or46a	0	4	3	2	0	4	5
FBgn0033491	CG18011	269	319	338	230	308	334	285
FBgn0033494	KCNQ	326	378	348	261	216	267	246
FBgn0266626	asRNA:CR45133	5	8	2	4	8	10	6
FBgn0265512	mlt	107	158	143	29	32	34	48
FBgn0085250	CG34221	1	0	0	0	0	0	0
FBgn0000448	Hr3	15	11	11	13	13	32	10
FBgn0033497	CG12912	15	9	11	12	13	32	8
FBgn0284237	CG46321	12	6	9	8	12	22	7
FBgn0284238	lncRNA:CR46322	1	1	0	0	1	1	0
FBgn0266803	lncRNA:CR45265	0	0	0	0	0	0	0
FBgn0005619	Hdc	22	27	33	14	17	38	17
FBgn0033498	CG12209	0	3	2	1	1	2	2
FBgn0033499	CG12914	4	4	8	1	2	5	1
FBgn0033500	Csgalnact	3094	3113	3474	2343	2950	4223	3764
FBgn0003660	Syb	3090	3103	3464	2341	2937	4215	3762
